--- Hasil Analisis Kinerja Solver ---

Konfigurasi      : 3.txt (30x30, 135 bom)
Solver Digunakan : Classic Greedy
Jumlah Percobaan : 1000

--- Ringkasan Statistik ---
Jumlah Keberhasilan: 490 (49.00%)
Jumlah Kegagalan   : 510
Rata-rata Waktu    : 22.60 ms (untuk percobaan yang berhasil)
Rata-rata Langkah  : 401.51 langkah (untuk percobaan yang berhasil)

--- Rincian Percobaan yang Berhasil ---
Percobaan #425: Waktu = 28 ms, Langkah = 412
Percobaan #426: Waktu = 26 ms, Langkah = 415
Percobaan #427: Waktu = 23 ms, Langkah = 356
Percobaan #428: Waktu = 27 ms, Langkah = 380
Percobaan #429: Waktu = 25 ms, Langkah = 375
Percobaan #430: Waktu = 23 ms, Langkah = 421
Percobaan #431: Waktu = 22 ms, Langkah = 388
Percobaan #432: Waktu = 23 ms, Langkah = 398
Percobaan #433: Waktu = 23 ms, Langkah = 406
Percobaan #434: Waktu = 21 ms, Langkah = 394
Percobaan #435: Waktu = 23 ms, Langkah = 432
Percobaan #436: Waktu = 20 ms, Langkah = 419
Percobaan #437: Waktu = 21 ms, Langkah = 435
Percobaan #438: Waktu = 21 ms, Langkah = 434
Percobaan #439: Waktu = 22 ms, Langkah = 408
Percobaan #440: Waktu = 25 ms, Langkah = 429
Percobaan #441: Waktu = 22 ms, Langkah = 394
Percobaan #442: Waktu = 25 ms, Langkah = 412
Percobaan #443: Waktu = 27 ms, Langkah = 389
Percobaan #444: Waktu = 21 ms, Langkah = 394
Percobaan #445: Waktu = 20 ms, Langkah = 375
Percobaan #446: Waktu = 32 ms, Langkah = 424
Percobaan #447: Waktu = 26 ms, Langkah = 390
Percobaan #448: Waktu = 23 ms, Langkah = 415
Percobaan #449: Waktu = 20 ms, Langkah = 369
Percobaan #450: Waktu = 23 ms, Langkah = 411
Percobaan #451: Waktu = 20 ms, Langkah = 405
Percobaan #452: Waktu = 20 ms, Langkah = 382
Percobaan #453: Waktu = 26 ms, Langkah = 443
Percobaan #454: Waktu = 23 ms, Langkah = 419
Percobaan #455: Waktu = 20 ms, Langkah = 387
Percobaan #456: Waktu = 23 ms, Langkah = 402
Percobaan #457: Waktu = 20 ms, Langkah = 388
Percobaan #458: Waktu = 21 ms, Langkah = 360
Percobaan #459: Waktu = 20 ms, Langkah = 395
Percobaan #460: Waktu = 22 ms, Langkah = 403
Percobaan #461: Waktu = 22 ms, Langkah = 443
Percobaan #462: Waktu = 22 ms, Langkah = 422
Percobaan #463: Waktu = 20 ms, Langkah = 396
Percobaan #464: Waktu = 26 ms, Langkah = 421
Percobaan #465: Waktu = 19 ms, Langkah = 346
Percobaan #466: Waktu = 24 ms, Langkah = 389
Percobaan #467: Waktu = 25 ms, Langkah = 429
Percobaan #468: Waktu = 22 ms, Langkah = 401
Percobaan #469: Waktu = 21 ms, Langkah = 408
Percobaan #470: Waktu = 19 ms, Langkah = 384
Percobaan #471: Waktu = 20 ms, Langkah = 396
Percobaan #472: Waktu = 25 ms, Langkah = 404
Percobaan #473: Waktu = 23 ms, Langkah = 418
Percobaan #474: Waktu = 25 ms, Langkah = 456
Percobaan #475: Waktu = 23 ms, Langkah = 438
Percobaan #476: Waktu = 18 ms, Langkah = 369
